,title,imdb_id,budget,revenue
26739,Dandy Kids Documentary,-1,-1,-1
26740,The Eleventh Hour,65515,0,0
26741,Fireproof,14438,500000,33456317
26742,Miss Nobody,51875,0,0
26743,Mum & Dad,19197,170000,0
26744,Murderess,494866,0,0
26745,On Bloody Sunday,297792,0,0
26746,The Beaches of Agnès,38879,0,0
26747,Skinning,57186,500000,198
26748,Suburban,13525,0,0
26749,ThanksKilling,60366,3500,0
26750,Transporter 3,13387,30000000,108979549
26751,Amelia,8915,40000000,19643086
26752,Diet Fiction,569774,0,0
26753,Operation Felix,-1,-1,-1
26754,Identidad Tomada,661630,0,0
26755,The League of Explordinaires,-1,-1,-1
26756,Alamo Flats,-1,-1,-1
26757,Hustle on Lombard,773035,7000,0
26758,Carolina Grindhouse: Anderson's Own Horror Movie,741964,0,0
26759,Joe Stryker,685942,0,0
26760,The Painter and the Thief,191436,0,0
26761,The Singer,11003,18000000,123306987
26762,Downeast,802194,0,0
26763,Chelsea Football Club vs Tottenham Hotspur Football Club,-1,-1,-1
26764,The Rocket,168742,1525000,0
26765,Bustin' Down the Door,44053,0,0
26766,Ku Klux Kornea,-1,-1,-1
26767,"Mahler's Titan: The Romance, Death and Triumph of a Young Musician",-1,-1,-1
26768,Punks,584966,0,0
26769,Odds or Evens,203964,0,0
26770,The Peppercorns and the Secret of the Deep Sea,698420,0,0
26771,Sophisticated Romance,-1,-1,-1
26772,Trapped,9039,30000000,13414416
26773,Luna's 5 Star Vacation Day 1,-1,-1,-1
26774,Mister Sister,858593,130000,0
26775,Who Am I Now?,834504,0,0
26776,The Informant!,11323,22000000,41771168
26777,16 to Life,91122,0,0
26778,Is Anybody There?,22447,0,0
26779,Legends of Flight,58731,3000000,0
26780,Old Dogs,22949,35000000,96753696
26781,Solar Flare,52697,0,0
26782,Swishbucklers,270669,0,0
26783,What If It Was Me?,-1,-1,-1
26784,Grimm,323660,0,0
26785,Blood of Bad Men,857626,0,0
26786,Choosi Choodangane,-1,-1,-1
26787,Beast,10020,25000000,424967620
26788,La Nature,755509,0,0
26789,"This Land, Our Voices",799944,0,0
26790,The Strawman,828481,0,0
26791,J.E.S.U.S.A.,698911,200000,0
26792,Catch the Fair One,821420,0,0
26793,The Spiritual Retreat,-1,-1,-1
26794,A Haunting on Brockway Street,652340,0,0
26795,Queen of Hearts: Audrey Flack,649806,0,0
26796,Eyes from the Pines,-1,-1,-1
26797,Home Before Dark,121250,1390000,0
26798,Untitled X Mas Film,-1,-1,-1
26799,Let's Read the Sonic Bible(s),-1,-1,-1
26800,Mister Wonderland,-1,-1,-1
26801,Punching and Stealing,711572,0,0
26802,Ol' Max Evans: The First Thousand Years,528895,0,0
26803,What It's All About,49976,0,0
26804,Endure: Lebanon,-1,-1,-1
26805,Raiders of the Wu Gorge,606709,0,0
26806,Team of Two,849146,0,0
26807,Jathi Ratnalu,796368,2063578,0
26808,Kapatadhaari,791273,0,0
26809,Back to the Wharf,748687,0,0
26810,Laura's Star,310174,0,0
26811,After Autumn,316214,0,0
26812,Bare Hands and Wooden Limbs,-1,-1,-1
26813,On an Unnamed Hill,236766,0,0
26814,Denzura,678480,0,0
26815,King of the Cruise,643518,0,0
26816,Tricks.,117697,0,0
26817,John and the Hole,682532,0,25386
26818,Summer's Tail,155121,0,0
26819,Red Dot,649087,0,0
26820,Shutter Island,11324,80000000,294800000
26821,Time to Go,379626,0,0
26822,The 5th Quarter,59728,6000000,399611
26823,The Athlete,147196,0,0
26824,The Graduates,55985,96000,300000
26825,Redlight Greenlight,-1,-1,-1
26826,Sinners and Saints,66193,0,0
26827,A Deal Is a Deal,14921,0,0
26828,The Night Clerk,526007,0,0
26829,Gloves of Stone,63820,1600000,0
26830,Ice Blues,73252,0,0
26831,JCVD,13672,6000000,276891
26832,Ultimate Heist,15638,0,0
26833,The First Temptation of Christ,652020,0,0
26834,Hometown: A Moment Without Light,-1,-1,-1
26835,Space Bangers,-1,-1,-1
26836,Sister Sister,98486,4000000,743445
26837,Missing in Brooks County,710047,259000,0
26838,Morning Calm,659688,0,0
26839,Madeleine Collins,659988,0,0
26840,Grindadrap,-1,-1,-1
26841,Requiem,440,40000000,130290885
26842,Raythe's Hollow,-1,-1,-1
26843,History of the Occult,649294,0,0
26844,Silent Choices,-1,-1,-1
26845,This Game's Called Murder,812666,0,0
26846,The Homework's Revenge: Esther in Wonderland,-1,-1,-1
26847,Hollywood Desperado: America's Latin Prince,-1,-1,-1
26848,Hollywood Desperado: South of the Boulevard,-1,-1,-1
26849,Mookuthi Amman,757545,0,0
26850,Moonlit Winter,578209,0,0
26851,Table 13,-1,-1,-1
26852,Grand Blue,677602,0,0
26853,Frida. Viva la Vida,649244,0,0
26854,The Hunter's Silence,649825,0,0
26855,"The Koro of Bakoro, the Survivors of Faso",-1,-1,-1
26856,"Kemtiyu, Cheikh Anta",454198,0,0
26857,Agora II: Chained,672347,0,0
26858,Los Últimos Frikis,682041,0,0
26859,Layla Majnun,655830,0,0
26860,Shiddat,824744,0,0
26861,Idyll Nights,-1,-1,-1
26862,Veterans' Voices: Lives and Stories,-1,-1,-1
26863,Under My Dark Skin,712717,0,0
26864,Off Da Hook,-1,-1,-1
26865,Take 2,44784,0,0
26866,We're All Angels,249074,295000,0
26867,The Creeping 2,42469,0,0
26868,For Fear of Kofi,-1,-1,-1
26869,Killer Waves 2,435414,80000,0
26870,End Survival,708121,0,0
26871,Across the Marsh,-1,-1,-1
26872,Trees of Peace,763073,0,0
26873,Hippie Masala - Für immer in Indien,34630,0,0
26874,Rocket Hunter,666180,0,0
26875,Happy Old Year,628053,0,0
26876,Gabriel's Inferno: Part One,-1,-1,-1
26877,Double Victory: Two Warriors in the Fight for Civil Rights During WWII,-1,-1,-1
26878,Mexican Express,-1,-1,-1
26879,Smokes and Jokes,-1,-1,-1
26880,Shiva Baby,664300,250000,31014
26881,2:22,269795,0,3945729
26882,2k3,-1,-1,-1
26883,Against the Current,42561,3000000,0
26884,Basmati Blues,271715,0,0
26885,The Boat That Rocked,18947,50000000,36348784
26886,Flying by,19615,0,0
26887,Jennifer's Body,19994,16000000,31556061
26888,Maria Costa's Macho Men and the Women Who Love Them,310422,0,0
26889,On Your Mark,10840,0,0
26890,Mr. Art Critic,49234,0,0
26891,Richard Wilbur and the Things of This World - Keeping the Difficult Balance,-1,-1,-1
26892,Mutants,340102,67000000,45534613
26893,Necrosis,32978,0,0
26894,Phantom Punch,18571,0,0
26895,The Prophet,283161,0,0
26896,Quant,829552,0,0
26897,Dawn of War,767950,0,0
26898,Dhurala,662769,0,0
26899,U Turn 2,630586,0,3777969
26900,Vaanam Kottattum,617251,0,0
26901,The Love You Don't Know,664980,0,0
26902,Rotpunkt,640419,0,0
26903,Bad Boy,14135,750000,0
26904,Raggie,586947,0,0
26905,Tshnamu Ankoxnum,-1,-1,-1
26906,The Evil Next Door,752721,0,0
26907,Generation whY?,107594,0,0
26908,Fastest Delorean Part II,-1,-1,-1
26909,Asylum Seekers,33664,1500000,0
26910,My Name Is Sam,670707,0,0
26911,Low Flyers: The Europe Trip,-1,-1,-1
26912,M-8,651906,0,0
26913,Gorillaz: Reject False Icons,649761,0,0
26914,American Parade: A Celebration of Holidays with the West Point Band,-1,-1,-1
26915,Honk for Peace,-1,-1,-1
26916,The Houseboy,39033,0,0
26917,BodyBag Ohio,-1,-1,-1
26918,"Karl Rove, I Love You",135838,0,0
26919,Retrato de Carlos Saura,407671,0,0
26920,Everything in Between,699760,0,0
26921,(Untitled),875828,1500000,0
26922,The Improviser,540527,0,0
26923,Encounter in the Air,671845,0,0
26924,The Job,99987,0,0
26925,The Quiet,9813,900000,381420
26926,Tracing Her Shadow,661340,0,0
26927,The Factory,136911,25000000,0
26928,Mandie and the Secret Tunnel,53289,0,0
26929,Ocean's 7-11,-1,-1,-1
26930,Measure of Devotion,788741,0,0
26931,Ayyappanum Koshiyum,657996,0,0
26932,Be Our Guests,654082,0,0
26933,Penguin,618416,0,0
26934,Kavalthurai Ungal Nanban,769118,0,0
26935,Scramble the Seawolves,690525,200000,0
26936,Killer in Me,260030,0,0
26937,Poison Fatal,639578,0,0
26938,Prison for Profit,670484,0,0
26939,We No Longer Hear the Songs,655222,0,0
26940,Brothers,7445,26000000,43318349
26941,The Fear Footage 2: Curse of the Tape,658829,900,0
26942,The Better Hour,206578,0,0
26943,Born of Earth,54101,0,0
26944,Lay the Favorite,84305,26350000,1576687
26945,The Last Christmas Party,666793,30000,0
26946,Tammytown,277260,0,0
26947,My Big Love,86583,0,0
26948,Spam,347294,0,0
26949,199 Tips to Be Happy,59492,0,0
26950,Summer Holiday,43451,0,0
26951,Gooby,21293,0,0
26952,Hijack,390253,0,2993772
26953,Desolate Soul & The Lingering Ghost,-1,-1,-1
26954,Medvídek,19775,0,0
26955,Ugly Melanie,17630,0,0
26956,The Girl with the Dragon Tattoo,65754,90000000,232617430
26957,Saw V,11917,10800000,113857533
26958,About the Beginning,-1,-1,-1
26959,RAW Visions: Art of Survival,302476,0,0
26960,Friends Family & Lovers,-1,-1,-1
26961,US vs. THEM,-1,-1,-1
26962,Uncle Frank,634544,0,0
26963,Compatible,587043,0,0
26964,The Optimists,220124,0,0
26965,Reload,680267,0,0
26966,Memoirs of a Black Girl,842288,100,0
26967,Ofeefe (Mirage),-1,-1,-1
26968,Drive All Night,802805,0,0
26969,The Barren Bride,745295,0,0
26970,Wild Men,440949,98000,0
26971,Hokm Ba Bazi Gardan Koloft Ha,-1,-1,-1
26972,Black Roses,84289,0,0
26973,Fossils,50054,0,0
26974,Kids and Glory,-1,-1,-1
26975,Run Zindagi Run,-1,-1,-1
26976,Barkley Sadistic Race,-1,-1,-1
26977,"Moravia, O Fair Land III",-1,-1,-1
26978,The Road Dance,864866,0,0
26979,Guerra de Likes,709629,0,0
26980,The Gary I Knew,-1,-1,-1
26981,The GSZ Guide to Surviving the Zombie Plague,-1,-1,-1
26982,Regards & Peace,753929,0,0
26983,Night of the Harvest,-1,-1,-1
26984,Impromptu,17990,0,0
26985,Visions of New York City,-1,-1,-1
26986,An Optical Illusion,734818,0,0
26987,Bad Cupid,796126,0,0
26988,Fetish Thanksgiving,-1,-1,-1
26989,The Final Level: Escaping Rancala,655031,0,0
26990,Late Night Ow the Edge Miserystream,-1,-1,-1
26991,Cry of the Butterfly,99940,0,0
26992,Death of the Reel,610512,0,0
26993,Detective Conan: Magician of the Silver Sky,39203,0,0
26994,Missing Persons Unit,52623,0,1
26995,The Skyless Stars,-1,-1,-1
26996,Echo Trap,-1,-1,-1
26997,The Illuminati 2 - The Antichrist Conspiracy,38736,0,0
26998,Rescue Me,110624,0,0
26999,The Killers,14638,0,0
27000,"We, as a People",871572,0,0
27001,A Brighter Tomorrow,783555,0,0
27002,The Collective,17428,0,0
27003,Crossing,379,14000000,5080409
27004,Detective Conan: Crossroad in the Ancient Capital,39202,0,0
27005,Detective Conan: Strategy Above the Depths,39204,0,0
27006,Streaker,328775,0,0
27007,The Reenactment,871502,200000,0
27008,Green Lantern,44912,200000000,219851172
27009,Medicine for Melancholy,24885,13000,0
27010,What Doesn't Kill You,15801,0,44872
27011,Serious Moonlight,27989,0,348327
27012,The Way of War,15945,0,0
27013,The Youngest Candidate,273009,0,0
27014,Warren Miller's Timeless,643841,0,0
27015,Little Love,806643,0,0
27016,The Fault Is Not Yours,600344,0,0
27017,Pikasu,765397,0,0
27018,The Day Comes,437103,12308000,49380115
27019,The Color of Your Skin,679672,25000,70000
27020,The History of Cigars,-1,-1,-1
27021,In Search of Tomorrow,617031,0,0
27022,Once Upon a Time in the City on the Stone,871882,0,0
27023,Sober Clean Beauty Queen the Interviews,-1,-1,-1
27024,Sweet Words,-1,-1,-1
27025,Where We Belong,575820,0,0
27026,Audiovisual Technology Center,-1,-1,-1
27027,As Boundless as the Sea,-1,-1,-1
27028,Reel Rock 14,645593,0,0
27029,"Sex, Greed, Money, Murder, and Chicken Fried Steak",-1,-1,-1
27030,My Bakit List,651693,0,0
27031,Body of Night,718632,0,0
27032,Hoodlumz,-1,-1,-1
27033,Pocket Full of Game,738158,0,0
27034,Parlour,748838,0,0
27035,Acrylic,711974,0,0
27036,Face of Deamon,-1,-1,-1
27037,Life as a young person,-1,-1,-1
27038,Titus: Mystery of the Enygma,655836,0,0
27039,Fragtime,630027,0,0
27040,The Naked King,832002,0,0
27041,Stray,436053,0,0
27042,Animals,340666,22500000,29252978
27043,Disappearance of Deliverance,-1,-1,-1
27044,Curtir a Pele,636653,0,0
27045,Once There Was a War,142473,0,0
27046,Berührt,666893,0,0
27047,Black & White Christmas Movie,-1,-1,-1
27048,Blood Bound,575314,0,0
27049,Bookstore and Beyond,-1,-1,-1
27050,The Locksmith,50096,0,0
27051,King of Cool,890836,0,0
27052,Untitled Sports Comedy 2020,-1,-1,-1
27053,The Private Lives of Pippa Lee,4475,0,2770941
27054,Boogie Woogie,36939,6000000,47527
27055,Chelsea on the Rocks,120529,0,0
27056,Dwegons and Leprechauns,239897,0,0
27057,Repeat Offenders: Jamais Vu,412749,0,0
27058,No Time to Fear,66237,0,0
27059,Still the Drums,406699,0,0
27060,Theater of War,101547,0,0
27061,ZMD: Zombies of Mass Destruction,34592,0,0
27062,Huey,474002,0,0
27063,Weird Things,792937,0,0
27064,Go Iguanas! S.H.E.crets,-1,-1,-1
27065,Bloody Spurs,-1,-1,-1
27066,Cul de sac,4772,0,0
27067,Doing the L.A. Thing,-1,-1,-1
27068,Iké Boys,786415,0,0
27069,Decks and the City,533255,0,0
27070,Jurassic Adventure,782447,0,0
27071,Chameleon,58258,0,0
27072,Yu Opera's Broadway Debut,-1,-1,-1
27073,The Devil's Feast,147953,0,0
27074,Agnes,804755,0,0
27075,Survival of the Dead,29426,4000000,0
27076,30 Seconds in Hell,-1,-1,-1
27077,Smoke Gets in Your Eyes,681131,0,0
27078,Firebird,797838,0,0
27079,Animal,879163,0,0
27080,Tell Her,21433,6700000,0
27081,Good,105864,175000000,332207671
27082,Merci pour tout,642532,0,0
27083,Pat & Mat: DIY Troubles,633230,0,0
27084,400 Bullets,788672,0,0
27085,Our Motherland,186872,0,0
27086,Reel Redemption,680612,0,0
27087,Trader Games,53389,0,0
27088,Takers,22907,32000000,69055695
27089,Cat City,55610,0,0
27090,The Egg Factory,-1,-1,-1
27091,H2O Extreme,26473,0,0
27092,The Limits of Control,8284,0,0
27093,Tell Tale,27135,12000000,0
27094,Like Harvey Like Son,648641,0,0
27095,The Unseen,399611,0,0
27096,Narrow Red Line,858053,0,0
27097,Breakout,218329,0,0
27098,A Private Dancer in Mom's Kitchen!,660085,0,0
27099,Ruthless Realtor,734282,0,0
27100,The Master Plan,361024,0,0
27101,The Snake That Almost Got Me,-1,-1,-1
27102,Adelaide Festival,-1,-1,-1
27103,Neon Detroit Knights,765828,30000,0
27104,Skotia,-1,-1,-1
27105,Brave: Gunjyo Senki,726657,0,0
27106,Escape from Extinction,745075,0,0
27107,The Perfect Weapon,416149,8000000,17000000
27108,Community Theater Christmas,762289,0,0
27109,Second Chances,212762,0,0
27110,Life and Death Rescue,-1,-1,-1
27111,Triangle,26466,12000000,1594955
27112,MMOF,807596,0,0
27113,Duplicity,16558,60000000,78146652
27114,Fatherland or Death,426481,0,0
27115,Hearts of Desire,55587,0,0
27116,The Hitman,390043,30000000,176586701
27117,Homecoming,315635,175000000,880166924
27118,Julie & Julia,24803,40000000,129540499
27119,The King of Wrestlers,-1,-1,-1
27120,Chasing the Breath,-1,-1,-1
27121,Maquillaje,316867,0,0
27122,Route 30,26577,0,0
27123,Sharing God Kid Style,-1,-1,-1
27124,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fighting,-1,-1,-1
27125,IPC 376,587204,0,0
27126,The Slammin' Salmon,34423,0,60421
27127,Waiting for the Light to Change,-1,-1,-1
27128,Bangaru Bullodu,789229,0,0
27129,Whirlwind,778997,0,0
27130,Sonic 2 but every time I jump I say Fuck you SEGA,-1,-1,-1
27131,Reading thousands of angry comments,-1,-1,-1
27132,Love in the Time of Sh.Rek.,-1,-1,-1
27133,Wild Night,316238,0,0
27134,The Royal Opera House: Coppélia,-1,-1,-1
27135,Stranger in the Mountains,787887,0,0
27136,12 Pups of Christmas,657325,0,0
27137,A Prison on Earth,652036,0,0
27138,A series of animated shorts,-1,-1,-1
27139,Luz,268227,0,0
27140,Strictly for the Birds,877852,0,0
27141,The Secret Life of a Celebrity Surrogate,745960,0,0
27142,48 Hrs. Literally,-1,-1,-1
27143,Some Kind of Heaven,638741,0,0
27144,Face Undercover,-1,-1,-1
27145,The Man Standing Next,566397,0,0
27146,Heartbeats,457308,0,0
27147,Sonic Odyssey,-1,-1,-1
27148,The Attachment Diaries,743040,0,0
27149,Dugg Hole People,-1,-1,-1
27150,Lock and Roll Forever,400035,0,0
27151,"Killing is My Business, Honey",15640,0,0
27152,Quantum Hoops,76104,0,0
27153,White Material,46207,0,0
27154,Bangkok Love Story,47547,0,0
27155,Carlitos and the Chance of a Lifetime,53297,0,1537649
27156,Dean Spanley,18117,0,0
27157,Fujian Blue,186131,0,0
27158,Le Grand Chef,74765,0,0
27159,Let's All Hate Toronto,115083,0,0
27160,Sasori,31680,0,0
27161,Sex Drive,13523,19000000,18755936
27162,A Tale of Love and Darkness,336029,4000000,572212
27163,Zimbabwe,616645,0,0
27164,The Johnny Wassail Holiday Debut concert,-1,-1,-1
27165,They Call Me Babu,649108,0,0
27166,A Return,27740,12000000,0
27167,Persona non grata,537180,3840000,0
27168,Endless Bummer,250622,0,0
27169,Leaf in the Wind,185700,0,0
27170,Beneath the Shadow,660064,0,0
27171,What Goes Around,654816,20000,0
27172,Fire Within,823872,0,0
27173,The Resurrection of a Nation,-1,-1,-1
27174,What's Bothering You?,-1,-1,-1
27175,The Howling,11298,1000000,17985893
27176,A Skrumps Christmas,-1,-1,-1
27177,Wear the Crown,-1,-1,-1
27178,Romantic Warriors IV: Krautrock (Part I),601423,0,0
27179,Drug Stories! Narcotic Nightmares and Hallucinogenic Hellrides,554473,0,0
27180,Beauty,10020,25000000,424967620
27181,Dark Tales from Channel X,780204,18000,0
27182,"Acasa, My Home",653742,0,0
27183,Redeeming Love,698508,0,0
27184,District 9,17654,30000000,210819611
27185,The Dead Girl's Feast,8925,0,0
27186,The Blob: A Genius Without a Brain,667489,0,0
27187,The Mayor's Race,536400,0,0
27188,Deadly Cuts,793511,0,0
27189,Taste of Centuries,-1,-1,-1
27190,Run! Bitch Run!,26334,25000,0
27191,Abelar: Tales of an Ancient Empire,47065,1000000,0
27192,"Life to AfterLife: I Died, Now What",668431,75000,0
27193,Above Snakes,-1,-1,-1
27194,The Book of Job,806459,0,0
27195,No Woman No Cry,136043,0,0
27196,Giftwrapped & Gutted,652847,3400,0
27197,Till Death Do We Rot,665087,3000,0
27198,79 Parts,600325,0,0
27199,Bawri Chhori,798303,0,0
27200,Nightingale: A Melody of Life,826360,0,0
27201,After the Revolution,466091,0,0
27202,The Most Important Film Ever Made: The Making of A One Crow World,658061,0,0
27203,Junho,365487,0,0
27204,New Views: Red Moon,-1,-1,-1
27205,Badman Bondage 21,-1,-1,-1
27206,I Am the Sea,722895,0,0
27207,25 Years of Innocence,741652,0,0
27208,Passion & Power: The Technology of Orgasm,104825,0,0
27209,In the Strange Pursuit of Laura Durand,652584,0,0
27210,The Flight,10243,5355000,0
27211,The Champion,43678,0,0
27212,Jasper,414027,0,0
27213,Secret the Unfold,-1,-1,-1
27214,A Better Family,823026,0,0
27215,Creating a Character: The Moni Yakim Legacy,714394,0,0
27216,The Sun Never Sets on Integrity,-1,-1,-1
27217,Agoraphobia,366506,0,0
27218,The Dirty 3rd,144460,0,0
27219,Test Stream Part 1: Knuckles in Sonic 2,-1,-1,-1
27220,Test Stream Part 2: Sonic 1 in S3&K,-1,-1,-1
27221,The Hunter,70954,0,176669
27222,Unleash the Beast,-1,-1,-1
27223,Sonic Mania Test Stream,-1,-1,-1
27224,Sonic Mania Test Stream Part 2,-1,-1,-1
27225,Sonic Mania Stream,-1,-1,-1
27226,Objector,149586,0,0
27227,Closed for Storm,709192,0,0
27228,Living Fuller,-1,-1,-1
27229,One Headlight,654359,0,0
27230,Undocumented Unafraid,679828,0,0
27231,Dark Intentions 3: The Rescue,-1,-1,-1
27232,Saajan Bakery Since 1962,739606,0,0
27233,Bad Ben 7: The Haunted Highway,882055,0,0
27234,Black and White River,-1,-1,-1
27235,All Access: Hans Zimmer Live,654422,0,0
27236,Awaydays,21988,0,0
27237,Between Love & Goodbye,43547,0,0
27238,Light of Olympia,-1,-1,-1
27239,Blue Gold: World Water Wars,18046,100000,0
27240,A Darker Reality,82680,0,0
27241,The Faithful,457763,0,0
27242,The Lawyer,161565,0,0
27243,Death Wish,395990,30000000,34017028
27244,Fire from Below,7177,0,0
27245,Five Fingers,11650,0,0
27246,Pooling to Paradise,848838,0,0
27247,"Goodbye, America",32459,0,0
27248,Moonlight Sonata,188355,0,0
27249,Accidental Love,316002,26000000,24487
27250,Playing Doctor,486455,0,0
27251,Scourge,16925,0,0
27252,Vampire Hunter,72331,69000000,116471580
27253,Doctor,284052,165000000,677700000
27254,Hope,82696,30000000,114281051
27255,Crow,9495,15000000,94000000
27256,People Just Do Nothing: Big in Japan,685169,0,0
27257,The Grateful Dead Meet-Up 2018,-1,-1,-1
27258,Chaakapesh,653335,0,0
27259,Castle Falls,683311,0,0
27260,I'll Never Forget My High School Friends,688914,13000,0
27261,Sleeper Agent,825337,0,0
27262,Captain Franklin: Infinity Fork,-1,-1,-1
27263,Homicidal Vengeance,-1,-1,-1
27264,Journey to Hokusai,-1,-1,-1
27265,Black Friday Subliminal,816450,2500000,0
27266,The App That Stole Christmas,766333,10000,0
27267,Davis,86829,11000000,32935319
27268,Resacón en China,660282,0,0
27269,Mucho Mucho Amor: The Legend of Walter Mercado,653735,0,0
27270,Blood Rites of the Vampyr,687301,0,0
27271,The Other Rooster,-1,-1,-1
27272,The Righteous,852862,0,0
27273,Brunswick,37820,0,0
27274,Bilbo and the Legend of the Last Living Cow,-1,-1,-1
27275,The Blazing World,776506,0,0
27276,Sing to Speak,-1,-1,-1
27277,Cutoff,57120,0,876302
27278,Yuna,411058,0,0
27279,Bear-Like,666435,420000,0
27280,Detours,365359,0,0
27281,The Hill Where Lionesses Roar,820705,0,0
27282,Luzzu,776544,0,0
27283,The Social Impact of Soap Operas,-1,-1,-1
27284,A Working Mom,-1,-1,-1
27285,Indoctrinate U,13947,0,0
27286,La Trinchera Luminosa del President Gonzalo,185518,0,0
27287,3-Day Weekend,19369,0,0
27288,Blood River,31549,0,0
27289,Chris & Don: A Love Story,77410,0,0
27290,Desdemona: A Love Story,49820,0,0
27291,Entertainment-Education and Media Impact,-1,-1,-1
27292,Sandfloor Cathedral,-1,-1,-1
27293,I Am Because We Are,210733,0,0
27294,3 Days in L.A.,9401,0,0
27295,Soul Killer,479736,0,0
27296,Farewell Amor,653665,0,0
27297,I Am Home,862817,0,0
27298,My Bossy Girl,640793,0,0
27299,The Social Impact of Comedy,-1,-1,-1
27300,Cocos Island - Arcadia World Cosmos Global Travel Films,-1,-1,-1
27301,Eva Genesis,-1,-1,-1
27302,The Dissident,653746,0,57000
27303,Bury a Lover,-1,-1,-1
27304,Charlies Records,597619,0,0
27305,Of Rails & Sails,-1,-1,-1
27306,Feeling Seen,-1,-1,-1
27307,Greyson Family Christmas,657412,0,0
27308,In a Whisper,651154,0,0
27309,Blind Truth,777765,0,0
27310,Mary J Blige's My Life,835860,0,0
27311,Love Story,9062,2200000,136400000
27312,Stab in the Dark: All Stars,653536,0,0
27313,Ohio,14474,5000000,648183
27314,Tiger Woods: Chasing History,775134,0,0
27315,Brash Boys Club,741996,0,0
27316,June,17993,0,11567449
27317,A Better Tomorrow,764434,0,0
27318,Once Upon a Time in Corea,-1,-1,-1
27319,How to Draw a Perfect Circle,105454,0,0
27320,Sonny Boy,59424,0,0
27321,Personal Effects,14857,0,471645
27322,The App,653522,0,0
27323,Tuck Jagadish,784963,20000000,0
27324,V,359724,97600000,225508210
27325,Do No Harm: The Opioid Epidemic,536281,265000,0
27326,Memories of My Father,660943,0,0
27327,Kripan's Cause,-1,-1,-1
27328,Sugar Baby Murder,745332,0,0
27329,Black Raven,86772,0,0
27330,Stage: The Culinary Internship,623370,0,0
27331,The Holy Sin,-1,-1,-1
27332,Every Matter Under Heaven,-1,-1,-1
27333,Cursed Be the Phosphate,-1,-1,-1
27334,810 Trap,715990,0,0
27335,Sisters: Dream & Variations,654145,0,0
27336,BEER! A Love Story,790475,0,0
27337,Ge Ai,526620,0,0
27338,A Week Away,699102,0,0
27339,We Are Here,291272,0,0
27340,Horse Girl,653601,0,0
27341,Ida Red,818192,12400000,0
27342,Forcefury,820179,0,0
27343,Miss Americana,653567,0,0
27344,Immortalist,819160,0,0
27345,Slavoj Zizek - Disorder Under Heaven,-1,-1,-1
27346,Married and Loving It!,806454,5000,0
27347,Romance on the Menu,728204,0,0
27348,I Carry You with Me,653594,0,0
27349,I -Documentary of the Journalist-,660374,0,0
27350,The Tale of Mr Corman and Mr Poe,-1,-1,-1
27351,Tara and the Strawberry Fever,-1,-1,-1
27352,The Mountains Are a Dream That Call to Me,653596,0,0
27353,Mass,261023,53000000,98837872
27354,Sandra Gets a Job,876284,0,0
27355,Marvelous and the Black Hole,685411,1000000,0
27356,A Fall from Grace,651070,0,0
27357,Vivos,653614,0,0
27358,Barkers: Mind the Cats!,589757,0,0
27359,Upon the Magic Roads,576784,8020000,0
27360,Betrayed,31618,19000000,0
27361,Venice Skye,-1,-1,-1
27362,Teardrop Goodbye with Mandatory Directorial Commentary by Remy Von Trout,-1,-1,-1
27363,Power Up - City Kingz,-1,-1,-1
27364,What We Do,246741,1600000,6263224
27365,A Woman of No Importance,656617,0,0
27366,Calibro 9,40022,0,0
27367,Autumn Dawn,-1,-1,-1
27368,Rise Up and Shout,91112,0,0
27369,Septembers,352179,0,0
27370,Traces,426084,0,0
27371,Once Upon a Time in Venezuela,653757,0,0
27372,"Bloody Nose, Empty Pockets",605437,0,0
27373,Go Down Swinging,716811,0,0
27374,The Retreat,821390,0,0
27375,Tiny Vineyards,-1,-1,-1
27376,Stolen,127493,35000000,2106557
27377,Banksy and the Rise of Outlaw Art,672699,0,0
27378,The Ghost Writer,11439,45000000,60331447
27379,The Red Hatchback,634613,0,0
27380,The 600: The Soldiers' Story,-1,-1,-1
27381,Figure it Out: on the Hayduke Trail,646089,0,0
27382,The Last Game: Waseda vs. Keiko,-1,-1,-1
27383,Something Dark,625651,0,0
27384,Miss Juneteenth,653668,0,0
27385,A Thousand Cuts,653731,0,0
27386,Be Water,653733,0,0
27387,Coded Bias,653734,0,0
27388,The Cost of Silence,653724,0,0
27389,Dick Johnson Is Dead,653574,0,0
27390,Feels Good Man,653578,0,0
27391,The Fight,888652,0,0
27392,Spaceship Earth,653575,0,0
27393,Us Kids,653738,0,0
27394,Welcome to Chechnya,653579,0,0
27395,Assassins,653740,0,0
27396,Identifying Features,653658,0,0
27397,High Tide,132601,0,0
27398,Summer White,653583,0,0
27399,The Earth Is Blue as an Orange,653753,0,0
27400,Into the Deep,21742,0,0
27401,The Mole Agent,653756,0,0
27402,Saudi Runaway,653759,0,0
27403,Softie,653761,0,0
27404,The Truffle Hunters,653762,0,0
27405,Omniboat: A Fast Boat Fantasia,653593,0,0
27406,Spree,653598,0,43840
27407,Giving Voice,653747,0,0
27408,Summertime,50363,0,0
27409,The Cell,8843,33000000,104155843
27410,The Bitch Movie,-1,-1,-1
27411,The Go-Go's,653748,0,0
27412,On the Record,739246,0,0
27413,Ernie's Documentary: Rapping,-1,-1,-1
27414,Ordinary People,16619,6000000,54766923
27415,<3,559,258000000,890871626
